"team","season","date","rolling_5_game_points"
Lazio,"2009/2010","2010-04-18 00:00:00",8
Lazio,"2009/2010","2010-04-25 00:00:00",8
Lazio,"2009/2010","2010-05-02 00:00:00",7
Lazio,"2009/2010","2010-05-09 00:00:00",9
Lazio,"2009/2010","2010-05-15 00:00:00",9
Lazio,"2010/2011","2010-08-29 00:00:00",9
Lazio,"2010/2011","2010-09-12 00:00:00",9
Lazio,"2010/2011","2010-09-18 00:00:00",12
Lazio,"2010/2011","2010-09-22 00:00:00",10
Lazio,"2010/2011","2010-09-26 00:00:00",10
Lazio,"2010/2011","2010-10-03 00:00:00",13
Lazio,"2010/2011","2010-10-17 00:00:00",13
Lazio,"2010/2011","2010-10-24 00:00:00",13
Lazio,"2010/2011","2010-10-31 00:00:00",15
Lazio,"2010/2011","2010-11-07 00:00:00",12
Lazio,"2010/2011","2010-11-10 00:00:00",9
Lazio,"2010/2011","2010-11-14 00:00:00",9
Lazio,"2010/2011","2010-11-21 00:00:00",7
Lazio,"2010/2011","2010-11-28 00:00:00",5
Lazio,"2010/2011","2010-12-03 00:00:00",8
Lazio,"2010/2011","2010-12-12 00:00:00",8
Lazio,"2010/2011","2010-12-19 00:00:00",8
Lazio,"2010/2011","2011-01-06 00:00:00",8
Lazio,"2010/2011","2011-01-09 00:00:00",7
Lazio,"2010/2011","2011-01-16 00:00:00",7
Lazio,"2010/2011","2011-01-23 00:00:00",7
Lazio,"2010/2011","2011-01-29 00:00:00",7
Lazio,"2010/2011","2011-02-01 00:00:00",7
Lazio,"2010/2011","2011-02-06 00:00:00",8
Lazio,"2010/2011","2011-02-13 00:00:00",8
Lazio,"2010/2011","2011-02-20 00:00:00",11
Lazio,"2010/2011","2011-02-27 00:00:00",8
Lazio,"2010/2011","2011-03-06 00:00:00",10
Lazio,"2010/2011","2011-03-13 00:00:00",9
Lazio,"2010/2011","2011-03-19 00:00:00",9
Lazio,"2010/2011","2011-04-03 00:00:00",6
Lazio,"2010/2011","2011-04-10 00:00:00",9
Lazio,"2010/2011","2011-04-17 00:00:00",9
Lazio,"2010/2011","2011-04-23 00:00:00",9
Lazio,"2010/2011","2011-05-02 00:00:00",6
Lazio,"2010/2011","2011-05-08 00:00:00",6
Lazio,"2010/2011","2011-05-14 00:00:00",6
Lazio,"2010/2011","2011-05-22 00:00:00",6
Lazio,"2011/2012","2011-09-09 00:00:00",7
Lazio,"2011/2012","2011-09-18 00:00:00",7
Lazio,"2011/2012","2011-09-21 00:00:00",10
Lazio,"2011/2012","2011-09-25 00:00:00",8
Lazio,"2011/2012","2011-10-02 00:00:00",8
Lazio,"2011/2012","2011-10-16 00:00:00",10
Lazio,"2011/2012","2011-10-23 00:00:00",13
Lazio,"2011/2012","2011-10-26 00:00:00",11
Lazio,"2011/2012","2011-10-30 00:00:00",13
Lazio,"2011/2012","2011-11-06 00:00:00",13
Lazio,"2011/2012","2011-11-19 00:00:00",11
Lazio,"2011/2012","2011-11-26 00:00:00",8
Lazio,"2011/2012","2011-12-05 00:00:00",10
Lazio,"2011/2012","2011-12-10 00:00:00",10
Lazio,"2011/2012","2011-12-18 00:00:00",8
Lazio,"2011/2012","2011-12-21 00:00:00",8
Lazio,"2011/2012","2012-01-07 00:00:00",8
Lazio,"2011/2012","2012-01-15 00:00:00",8
Lazio,"2011/2012","2012-01-22 00:00:00",5
Lazio,"2011/2012","2012-01-29 00:00:00",7
Lazio,"2011/2012","2012-02-01 00:00:00",9
Lazio,"2011/2012","2012-02-05 00:00:00",9
Lazio,"2011/2012","2012-02-09 00:00:00",9
Lazio,"2011/2012","2012-02-19 00:00:00",9
Lazio,"2011/2012","2012-02-26 00:00:00",9
Lazio,"2011/2012","2012-03-18 00:00:00",6
Lazio,"2011/2012","2012-03-25 00:00:00",9
Lazio,"2011/2012","2012-03-31 00:00:00",6
Lazio,"2011/2012","2012-04-07 00:00:00",9
Lazio,"2011/2012","2012-04-11 00:00:00",6
Lazio,"2011/2012","2012-04-22 00:00:00",7
Lazio,"2011/2012","2012-04-25 00:00:00",4
Lazio,"2011/2012","2012-04-29 00:00:00",4
Lazio,"2011/2012","2012-05-02 00:00:00",2
Lazio,"2011/2012","2012-05-06 00:00:00",5
Lazio,"2011/2012","2012-05-13 00:00:00",7
Lazio,"2012/2013","2012-08-26 00:00:00",10
Lazio,"2012/2013","2012-09-02 00:00:00",13
Lazio,"2012/2013","2012-09-16 00:00:00",15
Lazio,"2012/2013","2012-09-23 00:00:00",12
Lazio,"2012/2013","2012-09-26 00:00:00",9
Lazio,"2012/2013","2012-09-30 00:00:00",9
Lazio,"2012/2013","2012-10-07 00:00:00",9
Lazio,"2012/2013","2012-10-20 00:00:00",9
Lazio,"2012/2013","2012-10-28 00:00:00",9
Lazio,"2012/2013","2012-10-31 00:00:00",10
Lazio,"2012/2013","2012-11-04 00:00:00",7
Lazio,"2012/2013","2012-11-11 00:00:00",7
Lazio,"2012/2013","2012-11-17 00:00:00",5
Lazio,"2012/2013","2012-11-27 00:00:00",8
Lazio,"2012/2013","2012-12-02 00:00:00",10
Lazio,"2012/2013","2012-12-10 00:00:00",11
Lazio,"2012/2013","2012-12-15 00:00:00",11
Lazio,"2012/2013","2012-12-22 00:00:00",13
Lazio,"2012/2013","2013-01-05 00:00:00",13
Lazio,"2012/2013","2013-01-13 00:00:00",13
Lazio,"2012/2013","2013-01-19 00:00:00",13
Lazio,"2012/2013","2013-01-26 00:00:00",10
Lazio,"2012/2013","2013-02-03 00:00:00",7
Lazio,"2012/2013","2013-02-09 00:00:00",5
Lazio,"2012/2013","2013-02-18 00:00:00",2
Lazio,"2012/2013","2013-02-25 00:00:00",4
Lazio,"2012/2013","2013-03-02 00:00:00",4
Lazio,"2012/2013","2013-03-10 00:00:00",4
Lazio,"2012/2013","2013-03-17 00:00:00",3
Lazio,"2012/2013","2013-03-30 00:00:00",6
Lazio,"2012/2013","2013-04-08 00:00:00",4
Lazio,"2012/2013","2013-04-15 00:00:00",4
Lazio,"2012/2013","2013-04-20 00:00:00",4
Lazio,"2012/2013","2013-04-28 00:00:00",5
Lazio,"2012/2013","2013-05-05 00:00:00",5
Lazio,"2012/2013","2013-05-08 00:00:00",7
Lazio,"2012/2013","2013-05-12 00:00:00",10
Lazio,"2012/2013","2013-05-19 00:00:00",10
Lazio,"2013/2014","2013-08-25 00:00:00",12
Lazio,"2013/2014","2013-08-31 00:00:00",9
Lazio,"2013/2014","2013-09-15 00:00:00",9
Lazio,"2013/2014","2013-09-22 00:00:00",6
Lazio,"2013/2014","2013-09-25 00:00:00",9
Lazio,"2013/2014","2013-09-29 00:00:00",7
Lazio,"2013/2014","2013-10-06 00:00:00",8
Lazio,"2013/2014","2013-10-20 00:00:00",5
Lazio,"2013/2014","2013-10-27 00:00:00",8
Lazio,"2013/2014","2013-10-30 00:00:00",6
Lazio,"2013/2014","2013-11-03 00:00:00",5
Lazio,"2013/2014","2013-11-10 00:00:00",5
Lazio,"2013/2014","2013-11-24 00:00:00",6
Lazio,"2013/2014","2013-12-02 00:00:00",3
Lazio,"2013/2014","2013-12-08 00:00:00",2
Lazio,"2013/2014","2013-12-15 00:00:00",5
Lazio,"2013/2014","2013-12-22 00:00:00",4
Lazio,"2013/2014","2014-01-06 00:00:00",6
Lazio,"2013/2014","2014-01-11 00:00:00",7
Lazio,"2013/2014","2014-01-19 00:00:00",10
Lazio,"2013/2014","2014-01-25 00:00:00",8
Lazio,"2013/2014","2014-02-02 00:00:00",11
Lazio,"2013/2014","2014-02-09 00:00:00",9
Lazio,"2013/2014","2014-02-16 00:00:00",8
Lazio,"2013/2014","2014-02-23 00:00:00",8
Lazio,"2013/2014","2014-03-02 00:00:00",10
Lazio,"2013/2014","2014-03-09 00:00:00",7
Lazio,"2013/2014","2014-03-16 00:00:00",9
Lazio,"2013/2014","2014-03-23 00:00:00",10
Lazio,"2013/2014","2014-03-26 00:00:00",7
Lazio,"2013/2014","2014-03-30 00:00:00",7
Lazio,"2013/2014","2014-04-06 00:00:00",10
Lazio,"2013/2014","2014-04-13 00:00:00",7
Lazio,"2013/2014","2014-04-19 00:00:00",7
Lazio,"2013/2014","2014-04-27 00:00:00",10
Lazio,"2013/2014","2014-05-05 00:00:00",8
Lazio,"2013/2014","2014-05-10 00:00:00",5
Lazio,"2013/2014","2014-05-18 00:00:00",8
Lazio,"2014/2015","2014-08-31 00:00:00",7
Lazio,"2014/2015","2014-09-14 00:00:00",7
Lazio,"2014/2015","2014-09-21 00:00:00",6
Lazio,"2014/2015","2014-09-25 00:00:00",6
Lazio,"2014/2015","2014-09-29 00:00:00",6
Lazio,"2014/2015","2014-10-05 00:00:00",9
Lazio,"2014/2015","2014-10-19 00:00:00",9
Lazio,"2014/2015","2014-10-26 00:00:00",12
Lazio,"2014/2015","2014-10-30 00:00:00",13
Lazio,"2014/2015","2014-11-03 00:00:00",13
Lazio,"2014/2015","2014-11-09 00:00:00",10
Lazio,"2014/2015","2014-11-22 00:00:00",7
Lazio,"2014/2015","2014-11-29 00:00:00",5
Lazio,"2014/2015","2014-12-07 00:00:00",7
Lazio,"2014/2015","2014-12-13 00:00:00",7
Lazio,"2014/2015","2014-12-21 00:00:00",8
Lazio,"2014/2015","2015-01-05 00:00:00",11
Lazio,"2014/2015","2015-01-11 00:00:00",11
Lazio,"2014/2015","2015-01-18 00:00:00",8
Lazio,"2014/2015","2015-01-24 00:00:00",8
Lazio,"2014/2015","2015-02-01 00:00:00",7
Lazio,"2014/2015","2015-02-09 00:00:00",4
Lazio,"2014/2015","2015-02-15 00:00:00",6
Lazio,"2014/2015","2015-02-22 00:00:00",9
Lazio,"2014/2015","2015-03-01 00:00:00",9
Lazio,"2014/2015","2015-03-09 00:00:00",12
Lazio,"2014/2015","2015-03-16 00:00:00",15
Lazio,"2014/2015","2015-03-22 00:00:00",15
Lazio,"2014/2015","2015-04-04 00:00:00",15
Lazio,"2014/2015","2015-04-12 00:00:00",15
Lazio,"2014/2015","2015-04-18 00:00:00",12
Lazio,"2014/2015","2015-04-26 00:00:00",10
Lazio,"2014/2015","2015-04-29 00:00:00",10
Lazio,"2014/2015","2015-05-03 00:00:00",8
Lazio,"2014/2015","2015-05-10 00:00:00",5
Lazio,"2014/2015","2015-05-16 00:00:00",8
Lazio,"2014/2015","2015-05-25 00:00:00",7
Lazio,"2015/2016","2015-08-22 00:00:00",7
Lazio,"2015/2016","2015-08-30 00:00:00",6
Lazio,"2015/2016","2015-09-13 00:00:00",9
Lazio,"2015/2016","2015-09-20 00:00:00",6
Lazio,"2015/2016","2015-09-23 00:00:00",9
Lazio,"2015/2016","2015-09-27 00:00:00",9
Lazio,"2015/2016","2015-10-04 00:00:00",12
Lazio,"2015/2016","2015-10-18 00:00:00",9
Lazio,"2015/2016","2015-10-25 00:00:00",12
Lazio,"2015/2016","2015-10-28 00:00:00",9
Lazio,"2015/2016","2015-11-01 00:00:00",6
Lazio,"2015/2016","2015-11-08 00:00:00",3
Lazio,"2015/2016","2015-11-22 00:00:00",4
Lazio,"2015/2016","2015-11-29 00:00:00",1
Lazio,"2015/2016","2015-12-04 00:00:00",1
Lazio,"2015/2016","2015-12-14 00:00:00",2
Lazio,"2015/2016","2015-12-20 00:00:00",5
Lazio,"2015/2016","2016-01-06 00:00:00",5
Lazio,"2015/2016","2016-01-09 00:00:00",8
Lazio,"2015/2016","2016-01-17 00:00:00",9
Lazio,"2015/2016","2016-01-24 00:00:00",11
Lazio,"2015/2016","2016-01-31 00:00:00",9
Lazio,"2015/2016","2016-02-03 00:00:00",8
Lazio,"2015/2016","2016-02-06 00:00:00",6
Lazio,"2015/2016","2016-02-11 00:00:00",8
Lazio,"2015/2016","2016-02-21 00:00:00",6
Lazio,"2015/2016","2016-02-29 00:00:00",5
Lazio,"2015/2016","2016-03-06 00:00:00",6
Lazio,"2015/2016","2016-03-13 00:00:00",8
Lazio,"2015/2016","2016-03-20 00:00:00",6
Lazio,"2015/2016","2016-04-03 00:00:00",5
Lazio,"2015/2016","2016-04-10 00:00:00",8
Lazio,"2015/2016","2016-04-17 00:00:00",10
Lazio,"2015/2016","2016-04-20 00:00:00",7
Lazio,"2015/2016","2016-04-24 00:00:00",6
Lazio,"2015/2016","2016-05-01 00:00:00",9
Lazio,"2015/2016","2016-05-08 00:00:00",9
Lazio,"2015/2016","2016-05-15 00:00:00",6
Rangers,"2008/2009","2008-08-09 00:00:00",3
Rangers,"2008/2009","2008-08-16 00:00:00",6
Rangers,"2008/2009","2008-08-23 00:00:00",7
Rangers,"2008/2009","2008-08-31 00:00:00",10
Rangers,"2008/2009","2008-09-13 00:00:00",13
Rangers,"2008/2009","2008-09-21 00:00:00",13
Rangers,"2008/2009","2008-09-28 00:00:00",13
Rangers,"2008/2009","2008-10-05 00:00:00",12
Rangers,"2008/2009","2008-10-25 00:00:00",12
Rangers,"2008/2009","2008-11-01 00:00:00",12
Rangers,"2008/2009","2008-11-04 00:00:00",10
Rangers,"2008/2009","2008-11-09 00:00:00",10
Rangers,"2008/2009","2008-11-12 00:00:00",11
Rangers,"2008/2009","2008-11-15 00:00:00",11
Rangers,"2008/2009","2008-11-22 00:00:00",11
Rangers,"2008/2009","2008-11-29 00:00:00",10
Rangers,"2008/2009","2008-12-06 00:00:00",10
Rangers,"2008/2009","2008-12-13 00:00:00",10
Rangers,"2008/2009","2008-12-20 00:00:00",10
Rangers,"2008/2009","2008-12-27 00:00:00",7
Rangers,"2008/2009","2009-01-04 00:00:00",10
Rangers,"2008/2009","2009-01-17 00:00:00",10
Rangers,"2008/2009","2009-01-24 00:00:00",10
Rangers,"2008/2009","2009-01-31 00:00:00",10
Rangers,"2008/2009","2009-02-15 00:00:00",11
Rangers,"2008/2009","2009-02-21 00:00:00",11
Rangers,"2008/2009","2009-02-28 00:00:00",11
Rangers,"2008/2009","2009-03-04 00:00:00",10
Rangers,"2008/2009","2009-03-21 00:00:00",8
Rangers,"2008/2009","2009-04-05 00:00:00",10
Rangers,"2008/2009","2009-04-08 00:00:00",10
Rangers,"2008/2009","2009-04-11 00:00:00",10
Rangers,"2008/2009","2009-04-19 00:00:00",13
Rangers,"2008/2009","2009-05-03 00:00:00",15
Rangers,"2008/2009","2009-05-09 00:00:00",15
Rangers,"2008/2009","2009-05-13 00:00:00",13
Rangers,"2008/2009","2009-05-16 00:00:00",13
Rangers,"2008/2009","2009-05-24 00:00:00",13
Rangers,"2009/2010","2009-08-15 00:00:00",13
Rangers,"2009/2010","2009-08-23 00:00:00",13
Rangers,"2009/2010","2009-08-29 00:00:00",15
Rangers,"2009/2010","2009-09-12 00:00:00",13
Rangers,"2009/2010","2009-09-19 00:00:00",11
Rangers,"2009/2010","2009-09-26 00:00:00",9
Rangers,"2009/2010","2009-10-04 00:00:00",9
Rangers,"2009/2010","2009-10-17 00:00:00",9
Rangers,"2009/2010","2009-10-24 00:00:00",9
Rangers,"2009/2010","2009-11-07 00:00:00",11
Rangers,"2009/2010","2009-11-21 00:00:00",13
Rangers,"2009/2010","2009-11-28 00:00:00",10
Rangers,"2009/2010","2009-12-05 00:00:00",10
Rangers,"2009/2010","2009-12-12 00:00:00",12
Rangers,"2009/2010","2009-12-15 00:00:00",12
Rangers,"2009/2010","2009-12-19 00:00:00",12
Rangers,"2009/2010","2009-12-27 00:00:00",15
Rangers,"2009/2010","2009-12-30 00:00:00",15
Rangers,"2009/2010","2010-01-03 00:00:00",13
Rangers,"2009/2010","2010-01-16 00:00:00",13
Rangers,"2009/2010","2010-01-23 00:00:00",11
Rangers,"2009/2010","2010-01-27 00:00:00",11
Rangers,"2009/2010","2010-01-30 00:00:00",11
Rangers,"2009/2010","2010-02-10 00:00:00",11
Rangers,"2009/2010","2010-02-14 00:00:00",11
Rangers,"2009/2010","2010-02-28 00:00:00",13
Rangers,"2009/2010","2010-03-06 00:00:00",13
Rangers,"2009/2010","2010-03-09 00:00:00",13
Rangers,"2009/2010","2010-03-27 00:00:00",15
Rangers,"2009/2010","2010-03-30 00:00:00",12
Rangers,"2009/2010","2010-04-03 00:00:00",12
Rangers,"2009/2010","2010-04-07 00:00:00",12
Rangers,"2009/2010","2010-04-14 00:00:00",10
Rangers,"2009/2010","2010-04-18 00:00:00",10
Rangers,"2009/2010","2010-04-25 00:00:00",13
Rangers,"2009/2010","2010-05-01 00:00:00",13
Rangers,"2009/2010","2010-05-04 00:00:00",10
Rangers,"2009/2010","2010-05-09 00:00:00",10
Rangers,"2010/2011","2010-08-14 00:00:00",10
Rangers,"2010/2011","2010-08-22 00:00:00",10
Rangers,"2010/2011","2010-08-28 00:00:00",10
Rangers,"2010/2011","2010-09-11 00:00:00",13
Rangers,"2010/2011","2010-09-18 00:00:00",15
Rangers,"2010/2011","2010-09-26 00:00:00",15
Rangers,"2010/2011","2010-10-02 00:00:00",15
Rangers,"2010/2011","2010-10-16 00:00:00",15
Rangers,"2010/2011","2010-10-24 00:00:00",15
Rangers,"2010/2011","2010-10-30 00:00:00",13
Rangers,"2010/2011","2010-11-07 00:00:00",13
Rangers,"2010/2011","2010-11-10 00:00:00",10
Rangers,"2010/2011","2010-11-13 00:00:00",10
Rangers,"2010/2011","2010-11-20 00:00:00",10
Rangers,"2010/2011","2010-12-11 00:00:00",10
Rangers,"2010/2011","2010-12-26 00:00:00",10
Rangers,"2010/2011","2011-01-02 00:00:00",10
Rangers,"2010/2011","2011-01-15 00:00:00",10
Rangers,"2010/2011","2011-01-18 00:00:00",10
Rangers,"2010/2011","2011-01-22 00:00:00",9
Rangers,"2010/2011","2011-01-26 00:00:00",9
Rangers,"2010/2011","2011-02-02 00:00:00",12
Rangers,"2010/2011","2011-02-12 00:00:00",12
Rangers,"2010/2011","2011-02-20 00:00:00",9
Rangers,"2010/2011","2011-02-27 00:00:00",12
Rangers,"2010/2011","2011-03-06 00:00:00",12
Rangers,"2010/2011","2011-03-13 00:00:00",12
Rangers,"2010/2011","2011-04-02 00:00:00",9
Rangers,"2010/2011","2011-04-05 00:00:00",12
Rangers,"2010/2011","2011-04-10 00:00:00",12
Rangers,"2010/2011","2011-04-13 00:00:00",12
Rangers,"2010/2011","2011-04-16 00:00:00",12
Rangers,"2010/2011","2011-04-19 00:00:00",15
Rangers,"2010/2011","2011-04-24 00:00:00",13
Rangers,"2010/2011","2011-04-30 00:00:00",13
Rangers,"2010/2011","2011-05-07 00:00:00",13
Rangers,"2010/2011","2011-05-10 00:00:00",13
Rangers,"2010/2011","2011-05-15 00:00:00",13
Rangers,"2011/2012","2011-07-23 00:00:00",13
Rangers,"2011/2012","2011-07-30 00:00:00",13
Rangers,"2011/2012","2011-08-13 00:00:00",13
Rangers,"2011/2012","2011-08-21 00:00:00",13
Rangers,"2011/2012","2011-08-28 00:00:00",13
Rangers,"2011/2012","2011-09-10 00:00:00",15
Rangers,"2011/2012","2011-09-18 00:00:00",15
Rangers,"2011/2012","2011-09-24 00:00:00",15
Rangers,"2011/2012","2011-09-27 00:00:00",15
Rangers,"2011/2012","2011-10-01 00:00:00",15
Rangers,"2011/2012","2011-10-15 00:00:00",13
Rangers,"2011/2012","2011-10-23 00:00:00",13
Rangers,"2011/2012","2011-10-29 00:00:00",13
Rangers,"2011/2012","2011-11-05 00:00:00",13
Rangers,"2011/2012","2011-11-19 00:00:00",11
Rangers,"2011/2012","2011-11-27 00:00:00",10
Rangers,"2011/2012","2011-12-03 00:00:00",10
Rangers,"2011/2012","2011-12-10 00:00:00",10
Rangers,"2011/2012","2011-12-17 00:00:00",10
Rangers,"2011/2012","2011-12-24 00:00:00",9
Rangers,"2011/2012","2011-12-28 00:00:00",9
Rangers,"2011/2012","2012-01-02 00:00:00",9
Rangers,"2011/2012","2012-01-14 00:00:00",9
Rangers,"2011/2012","2012-01-21 00:00:00",7
Rangers,"2011/2012","2012-01-28 00:00:00",10
Rangers,"2011/2012","2012-02-11 00:00:00",13
Rangers,"2011/2012","2012-02-18 00:00:00",10
Rangers,"2011/2012","2012-02-26 00:00:00",10
Rangers,"2011/2012","2012-03-03 00:00:00",9
Rangers,"2011/2012","2012-03-17 00:00:00",6
Rangers,"2011/2012","2012-03-25 00:00:00",6
Rangers,"2011/2012","2012-03-31 00:00:00",9
Rangers,"2011/2012","2012-04-07 00:00:00",9
Rangers,"2011/2012","2012-04-21 00:00:00",12
Rangers,"2011/2012","2012-04-29 00:00:00",12
Rangers,"2011/2012","2012-05-02 00:00:00",12
Rangers,"2011/2012","2012-05-05 00:00:00",10
Rangers,"2011/2012","2012-05-13 00:00:00",10
Middlesbrough,"2008/2009","2008-08-16 00:00:00",3
Middlesbrough,"2008/2009","2008-08-23 00:00:00",3
Middlesbrough,"2008/2009","2008-08-30 00:00:00",6
Middlesbrough,"2008/2009","2008-09-13 00:00:00",6
Middlesbrough,"2008/2009","2008-09-20 00:00:00",6
Middlesbrough,"2008/2009","2008-09-27 00:00:00",3
Middlesbrough,"2008/2009","2008-10-04 00:00:00",6
Middlesbrough,"2008/2009","2008-10-18 00:00:00",3
Middlesbrough,"2008/2009","2008-10-25 00:00:00",4
Middlesbrough,"2008/2009","2008-10-29 00:00:00",7
Middlesbrough,"2008/2009","2008-11-01 00:00:00",8
Middlesbrough,"2008/2009","2008-11-09 00:00:00",8
Middlesbrough,"2008/2009","2008-11-16 00:00:00",9
Middlesbrough,"2008/2009","2008-11-22 00:00:00",8
Middlesbrough,"2008/2009","2008-11-29 00:00:00",6
Middlesbrough,"2008/2009","2008-12-06 00:00:00",5
